Id,Category
6950,4
6951,1
6952,1
6953,1
6954,5
6955,2
6956,3
6957,4
6958,1
6959,1
6960,1
6961,4
6962,4
6963,1
6964,1
6965,1
6966,1
6967,1
6968,1
6969,4
6970,1
6971,1
6972,1
6973,5
6974,1
6975,1
6976,5
6977,9
6978,2
6979,2
6980,1
6981,2
6982,2
6983,1
6984,1
6985,1
6986,1
6987,1
6988,2
6989,1
6990,5
6991,2
6992,1
6993,1
6994,1
6995,1
6996,1
6997,1
6998,2
6999,2
7000,3
7001,2
7002,4
7003,1
7004,1
7005,1
7006,1
7007,1
7008,1
7009,1
7010,1
7011,1
7012,1
7013,2
7014,1
7015,4
7016,1
7017,4
7018,4
7019,4
7020,1
7021,4
7022,1
7023,1
7024,1
7025,4
7026,1
7027,1
7028,1
7029,1
7030,2
7031,1
7032,3
7033,2
7034,4
7035,1
7036,1
7037,1
7038,1
7039,2
7040,2
7041,1
7042,1
7043,2
7044,2
7045,1
7046,2
7047,1
7048,1
7049,1
7050,5
7051,1
7052,1
7053,1
7054,1
7055,1
7056,1
7057,0
7058,2
7059,1
7060,1
7061,2
7062,1
7063,1
7064,1
7065,1
7066,1
7067,1
7068,1
7069,2
7070,1
7071,2
7072,1
7073,3
7074,1
7075,1
7076,2
7077,2
7078,4
7079,1
7080,4
7081,2
7082,1
7083,1
7084,1
7085,2
7086,1
7087,1
7088,1
7089,2
7090,1
7091,1
7092,2
7093,2
7094,1
7095,1
7096,2
7097,1
7098,1
7099,1
7100,2
7101,1
7102,1
7103,1
7104,5
7105,2
7106,1
7107,1
7108,1
7109,1
7110,2
7111,2
7112,1
7113,1
7114,2
7115,4
7116,2
7117,1
7118,2
7119,1
7120,1
7121,1
7122,1
7123,4
7124,2
7125,1
7126,1
7127,1
7128,1
7129,1
7130,1
7131,1
7132,1
7133,1
7134,1
7135,1
7136,1
7137,3
7138,4
7139,4
7140,4
7141,2
7142,1
7143,1
7144,2
7145,4
7146,1
7147,4
7148,2
7149,2
7150,2
7151,1
7152,1
7153,1
7154,1
7155,1
7156,1
7157,2
7158,2
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,4
7166,1
7167,2
7168,2
7169,1
7170,1
7171,2
7172,4
7173,1
7174,2
7175,1
7176,1
7177,4
7178,1
7179,1
7180,1
7181,1
7182,1
7183,2
7184,1
7185,1
7186,1
7187,1
7188,1
7189,1
7190,1
7191,1
7192,1
7193,1
7194,5
7195,1
7196,2
7197,1
7198,1
7199,1
7200,2
7201,2
7202,1
7203,1
7204,1
7205,1
7206,1
7207,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,5
7214,2
7215,1
7216,1
7217,4
7218,1
7219,1
7220,1
7221,1
7222,2
7223,1
7224,1
7225,1
7226,1
7227,1
7228,1
7229,1
7230,1
7231,3
7232,1
7233,1
7234,1
7235,1
7236,1
7237,4
7238,1
7239,1
7240,1
7241,1
7242,1
7243,1
7244,1
7245,1
7246,1
7247,1
7248,2
7249,1
7250,1
7251,1
7252,2
7253,1
7254,1
7255,1
7256,2
7257,1
7258,1
7259,1
7260,1
7261,4
7262,1
7263,1
7264,1
7265,1
7266,1
7267,1
7268,1
7269,1
7270,6
7271,3
7272,1
7273,4
7274,1
7275,1
7276,2
7277,1
7278,1
7279,1
7280,2
7281,1
7282,1
7283,1
7284,1
7285,1
7286,1
7287,1
7288,2
7289,2
7290,1
7291,1
7292,1
7293,1
7294,1
7295,4
7296,1
7297,4
7298,1
7299,2
7300,1
7301,2
7302,1
7303,1
7304,2
7305,1
7306,1
7307,1
7308,1
7309,2
7310,1
7311,1
7312,2
7313,2
7314,2
7315,4
7316,1
7317,4
7318,1
7319,2
7320,4
7321,1
7322,2
7323,1
7324,4
7325,1
7326,2
7327,5
7328,2
7329,1
7330,2
7331,1
7332,1
7333,2
7334,1
7335,1
7336,5
7337,1
7338,2
7339,4
7340,4
7341,1
7342,1
7343,1
7344,1
7345,1
7346,1
7347,2
7348,1
7349,2
7350,1
7351,1
7352,1
7353,1
7354,1
7355,3
7356,1
7357,1
7358,1
7359,1
7360,1
7361,1
7362,5
7363,1
7364,2
7365,2
7366,1
7367,1
7368,1
7369,4
7370,2
7371,4
7372,1
7373,2
7374,1
7375,1
7376,1
7377,2
7378,1
7379,1
7380,1
7381,1
7382,2
7383,1
7384,1
7385,4
7386,1
7387,1
7388,3
7389,2
7390,1
7391,1
7392,1
7393,1
7394,1
7395,1
7396,1
7397,1
7398,1
7399,2
7400,1
7401,1
7402,1
7403,1
7404,1
7405,2
7406,1
7407,1
7408,2
7409,1
7410,1
7411,1
7412,1
7413,2
7414,1
7415,1
7416,1
7417,1
7418,1
7419,2
7420,1
7421,2
7422,1
7423,2
7424,2
7425,1
7426,1
7427,5
7428,1
7429,2
7430,1
7431,1
7432,1
7433,2
7434,5
7435,1
7436,1
7437,2
7438,1
7439,2
7440,1
7441,1
7442,3
7443,1
7444,1
7445,1
7446,1
7447,8
7448,1
7449,1
7450,4
7451,1
7452,1
7453,1
7454,1
7455,1
7456,1
7457,1
7458,2
7459,1
7460,2
7461,1
7462,2
7463,1
7464,5
7465,1
7466,1
7467,1
7468,2
7469,1
7470,1
7471,2
7472,1
7473,1
7474,1
7475,1
7476,1
7477,1
7478,1
7479,1
7480,1
7481,1
7482,2
7483,1
7484,1
7485,1
7486,4
7487,1
7488,1
7489,1
7490,1
7491,2
7492,1
7493,1
7494,2
7495,1
7496,1
7497,1
7498,1
7499,1
7500,1
7501,1
7502,3
7503,1
7504,4
7505,1
7506,1
7507,1
7508,1
7509,1
7510,5
7511,1
7512,1
7513,1
7514,2
7515,1
7516,1
7517,1
7518,1
7519,1
7520,1
7521,4
7522,1
7523,2
7524,1
7525,2
7526,2
7527,1
7528,2
7529,2
7530,2
7531,1
7532,1
7533,1
7534,1
7535,1
7536,1
7537,1
7538,1
7539,2
7540,2
7541,4
7542,1
7543,1
7544,1
7545,3
7546,1
7547,1
7548,2
7549,1
7550,4
7551,3
7552,1
7553,3
7554,1
7555,1
7556,1
7557,1
7558,2
7559,1
7560,1
7561,1
7562,3
7563,2
7564,1
7565,1
7566,1
7567,1
7568,1
7569,1
7570,1
7571,1
7572,2
7573,1
7574,2
7575,1
7576,1
7577,1
7578,4
7579,1
7580,7
7581,1
7582,1
7583,1
7584,4
7585,4
7586,4
7587,1
7588,1
7589,1
7590,1
7591,4
7592,1
7593,4
7594,2
7595,1
7596,2
7597,1
7598,1
7599,2
7600,1
7601,1
7602,2
7603,4
7604,4
7605,1
7606,1
7607,1
7608,1
7609,2
7610,1
7611,4
7612,1
7613,1
7614,2
7615,1
7616,1
7617,1
7618,1
7619,1
7620,1
7621,2
7622,1
7623,1
7624,1
7625,2
7626,1
7627,2
7628,1
7629,2
7630,1
7631,1
7632,2
7633,0
7634,1
7635,1
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,4
7643,2
7644,2
7645,1
7646,1
7647,1
7648,1
7649,1
7650,2
7651,1
7652,2
7653,1
7654,5
7655,1
7656,1
7657,2
7658,1
7659,2
7660,1
7661,1
7662,4
7663,1
7664,1
7665,1
7666,2
7667,1
7668,1
7669,1
7670,1
7671,1
7672,1
7673,1
7674,1
7675,1
7676,1
7677,1
7678,1
7679,1
7680,2
7681,4
7682,1
7683,1
7684,1
7685,1
7686,2
7687,1
7688,1
7689,1
7690,2
7691,1
7692,1
7693,1
7694,2
7695,3
7696,1
7697,2
7698,2
7699,2
7700,1
7701,1
7702,4
7703,1
7704,1
7705,1
7706,2
7707,2
7708,1
7709,1
7710,2
7711,4
7712,1
7713,1
7714,1
7715,1
7716,1
7717,3
7718,1
7719,1
7720,2
7721,1
7722,1
7723,2
7724,2
7725,0
7726,2
7727,4
7728,1
7729,3
7730,1
7731,5
7732,1
7733,1
7734,1
7735,3
7736,2
7737,1
7738,3
7739,1
7740,1
7741,1
7742,5
7743,1
7744,1
7745,1
7746,4
7747,1
7748,3
7749,5
7750,1
7751,1
7752,1
7753,1
7754,1
7755,1
7756,3
7757,2
7758,1
7759,4
7760,1
7761,1
7762,1
7763,5
7764,4
7765,1
7766,4
7767,1
7768,2
7769,1
7770,1
7771,1
7772,1
7773,1
7774,1
7775,1
7776,1
7777,4
7778,1
7779,2
7780,1
7781,1
7782,1
7783,1
7784,1
7785,3
7786,1
7787,1
7788,1
7789,2
7790,2
7791,1
7792,1
7793,1
7794,1
7795,1
7796,1
7797,2
7798,1
7799,4
7800,2
7801,1
7802,1
7803,2
7804,1
7805,1
7806,1
7807,1
7808,1
7809,2
7810,1
7811,2
7812,3
7813,1
7814,4
7815,1
7816,1
7817,4
7818,3
7819,1
7820,2
7821,1
7822,1
7823,1
7824,4
7825,1
7826,1
7827,1
7828,1
7829,2
7830,1
7831,1
7832,2
7833,1
7834,2
7835,1
7836,1
7837,3
7838,1
7839,1
7840,1
7841,1
7842,1
7843,2
7844,1
7845,1
7846,1
7847,1
7848,4
7849,1
7850,1
7851,1
7852,1
7853,1
7854,2
7855,2
7856,1
7857,4
7858,1
7859,2
7860,1
7861,2
7862,1
7863,1
7864,1
7865,1
7866,2
7867,1
7868,2
7869,2
7870,5
7871,1
7872,1
7873,2
7874,4
7875,1
7876,4
7877,1
7878,1
7879,2
7880,1
7881,2
7882,2
7883,2
7884,1
7885,1
7886,2
7887,3
7888,3
7889,1
7890,1
7891,4
7892,1
7893,2
7894,4
7895,2
7896,1
7897,1
7898,1
7899,1
7900,1
7901,1
7902,2
7903,1
7904,1
7905,1
7906,1
7907,1
7908,1
7909,1
7910,1
7911,2
7912,1
7913,1
7914,0
7915,1
7916,2
7917,1
7918,4
7919,2
7920,2
7921,1
7922,2
7923,1
7924,1
7925,2
7926,1
7927,1
7928,1
7929,1
7930,1
7931,1
7932,1
7933,1
7934,1
7935,1
7936,1
7937,1
7938,4
7939,1
7940,1
7941,2
7942,2
7943,1
7944,2
7945,1
7946,4
7947,1
7948,1
7949,1
7950,2
7951,1
7952,1
7953,1
7954,1
7955,1
7956,1
7957,1
7958,1
7959,1
7960,2
7961,4
7962,1
7963,1
7964,2
7965,2
7966,2
7967,1
7968,1
7969,2
7970,1
7971,1
7972,1
7973,1
7974,1
7975,1
7976,1
7977,1
7978,3
7979,1
7980,1
7981,1
7982,4
7983,1
7984,2
7985,1
7986,1
7987,1
7988,1
7989,1
7990,1
7991,1
7992,1
7993,1
7994,2
7995,1
7996,1
7997,1
7998,1
7999,1
8000,1
8001,1
8002,1
8003,1
8004,1
8005,4
8006,1
8007,1
8008,2
8009,1
8010,1
8011,5
8012,1
8013,2
8014,1
8015,5
8016,1
8017,1
8018,4
8019,5
8020,1
8021,1
8022,2
8023,1
8024,1
8025,1
8026,1
8027,1
8028,1
8029,1
8030,4
8031,2
8032,2
8033,1
8034,1
8035,1
8036,1
8037,4
8038,1
8039,1
8040,1
8041,1
8042,1
8043,1
8044,2
8045,1
8046,1
8047,3
8048,1
8049,1
8050,1
8051,1
8052,2
8053,2
8054,2
8055,1
8056,1
8057,1
8058,3
8059,1
8060,2
8061,4
8062,1
8063,1
8064,1
8065,1
8066,1
8067,1
8068,1
8069,1
8070,2
8071,1
8072,1
8073,1
8074,1
8075,4
8076,1
8077,3
8078,1
8079,1
8080,1
8081,1
8082,1
8083,5
8084,2
8085,1
8086,1
8087,1
8088,1
8089,2
8090,1
8091,2
8092,1
8093,1
8094,1
8095,1
8096,1
8097,2
8098,1
8099,1
8100,1
8101,1
8102,1
8103,1
8104,4
8105,5
8106,4
8107,1
8108,1
8109,1
8110,1
8111,1
8112,2
8113,1
8114,2
8115,2
8116,1
8117,1
8118,1
8119,2
8120,2
8121,4
8122,2
8123,1
8124,1
8125,2
8126,1
8127,1
8128,1
8129,3
8130,2
8131,1
8132,1
8133,1
8134,1
8135,2
8136,2
8137,1
8138,1
8139,1
8140,1
8141,1
8142,4
8143,1
8144,2
8145,2
8146,1
8147,1
8148,1
8149,1
8150,1
8151,1
8152,2
8153,1
8154,1
8155,1
8156,1
8157,1
8158,1
8159,1
8160,1
8161,4
8162,1
8163,1
8164,4
8165,2
8166,1
8167,1
8168,4
8169,5
8170,1
8171,4
8172,1
8173,1
8174,1
8175,1
8176,0
8177,2
8178,2
8179,1
8180,2
8181,1
8182,2
8183,2
8184,1
8185,2
8186,1
8187,1
8188,1
8189,1
8190,1
8191,2
8192,1
8193,1
8194,1
8195,1
8196,1
8197,1
8198,5
8199,2
8200,1
8201,1
8202,1
8203,1
8204,1
8205,1
8206,1
8207,2
8208,2
8209,1
8210,1
8211,1
8212,1
8213,1
8214,1
8215,1
8216,1
8217,1
8218,1
8219,4
8220,1
8221,1
8222,1
8223,1
8224,1
8225,5
8226,1
8227,1
8228,1
8229,1
8230,1
8231,1
8232,1
8233,2
8234,4
8235,1
8236,1
8237,3
8238,1
8239,1
8240,1
8241,2
8242,1
8243,1
8244,1
8245,2
8246,1
8247,1
8248,1
8249,1
8250,1
8251,1
8252,1
8253,1
8254,2
8255,1
8256,1
8257,1
8258,2
8259,4
8260,1
8261,2
8262,1
8263,1
8264,1
8265,1
8266,1
8267,3
8268,4
8269,1
8270,3
8271,2
8272,4
8273,1
8274,1
8275,1
8276,1
8277,2
8278,1
8279,1
8280,1
8281,1
8282,1
8283,1
8284,1
8285,1
8286,1
8287,1
8288,1
8289,1
8290,1
8291,1
8292,1
8293,2
8294,1
8295,1
8296,2
8297,2
8298,1
8299,4
8300,1
8301,1
8302,1
8303,1
8304,1
8305,1
8306,1
8307,2
8308,4
8309,1
8310,1
8311,1
8312,1
8313,1
8314,1
8315,1
8316,2
8317,1
8318,1
8319,1
8320,1
8321,1
8322,3
8323,2
8324,1
8325,1
8326,1
8327,1
8328,2
8329,1
8330,1
8331,1
8332,1
8333,4
8334,4
8335,1
8336,1
8337,1
8338,1
8339,1
8340,2
8341,1
8342,1
8343,1
8344,5
8345,4
8346,1
8347,1
8348,2
8349,1
8350,1
8351,4
8352,1
8353,2
8354,2
8355,1
8356,1
8357,1
8358,1
8359,1
8360,1
8361,3
8362,1
8363,3
8364,1
8365,2
8366,1
8367,2
8368,1
8369,1
8370,1
8371,3
8372,2
8373,1
8374,1
8375,1
8376,1
8377,3
8378,1
8379,2
8380,1
8381,4
8382,4
8383,1
8384,1
8385,2
8386,1
8387,1
8388,4
8389,4
8390,2
8391,1
8392,2
8393,2
8394,1
8395,2
8396,1
8397,1
8398,1
8399,2
8400,1
8401,1
8402,1
8403,1
8404,2
8405,3
8406,2
8407,1
8408,2
8409,1
8410,3
8411,1
8412,1
8413,1
8414,2
8415,3
8416,2
8417,1
8418,1
8419,2
8420,1
8421,1
8422,1
8423,2
8424,1
8425,1
8426,3
8427,2
8428,1
8429,5
8430,2
8431,3
8432,3
8433,1
8434,1
8435,1
8436,1
8437,2
8438,1
8439,1
8440,5
8441,1
8442,1
8443,1
8444,1
8445,1
8446,1
8447,1
8448,1
8449,1
8450,1
8451,1
8452,4
8453,1
8454,1
8455,2
8456,1
8457,1
8458,1
8459,2
8460,1
8461,4
8462,1
8463,3
8464,5
8465,1
8466,1
8467,1
8468,1
8469,1
8470,3
8471,1
8472,1
8473,1
8474,1
8475,4
8476,1
8477,1
8478,1
8479,1
8480,1
8481,1
8482,5
8483,1
8484,1
8485,2
8486,1
8487,3
8488,1
8489,1
8490,1
8491,1
8492,1
8493,1
8494,1
8495,1
8496,1
8497,1
8498,4
8499,1
8500,1
8501,2
8502,1
8503,2
8504,1
8505,1
8506,1
8507,1
8508,2
8509,4
8510,3
8511,1
8512,0
8513,4
8514,1
8515,2
8516,1
8517,1
8518,1
8519,1
8520,2
8521,1
8522,1
8523,1
8524,1
8525,1
8526,2
8527,1
8528,2
8529,1
8530,1
8531,2
8532,1
8533,1
8534,1
8535,4
8536,1
8537,1
8538,0
8539,1
8540,1
8541,1
8542,1
8543,3
8544,2
8545,1
8546,1
8547,1
8548,1
8549,1
8550,1
8551,1
8552,1
8553,1
8554,1
8555,1
8556,1
8557,1
8558,1
8559,1
8560,1
8561,2
8562,1
8563,1
8564,1
8565,1
8566,2
8567,1
8568,1
8569,1
8570,2
8571,1
8572,1
8573,3
8574,1
8575,1
8576,1
8577,2
8578,1
8579,2
8580,1
8581,1
8582,3
8583,2
8584,1
8585,1
8586,3
8587,1
8588,1
8589,1
8590,2
8591,2
8592,1
8593,1
8594,1
8595,1
8596,1
8597,1
8598,3
8599,4
8600,1
8601,1
8602,4
8603,1
8604,1
8605,1
8606,2
8607,1
8608,1
8609,1
8610,2
8611,1
8612,1
8613,1
8614,2
8615,2
8616,1
8617,2
8618,2
8619,2
8620,2
8621,4
8622,1
8623,4
8624,4
8625,1
8626,1
8627,1
8628,1
8629,1
8630,1
8631,1
8632,1
8633,1
8634,2
8635,4
8636,1
8637,3
8638,1
8639,2
8640,1
8641,1
8642,1
8643,1
8644,2
8645,1
8646,1
8647,1
8648,1
8649,2
8650,2
8651,1
8652,5
8653,4
8654,1
8655,1
8656,1
8657,3
8658,1
8659,1
8660,2
8661,1
8662,3
8663,2
8664,1
8665,5
8666,1
8667,1
8668,4
8669,1
8670,1
8671,1
8672,5
8673,1
8674,4
8675,2
8676,3
8677,1
8678,1
8679,1
8680,1
8681,1
8682,2
8683,1
8684,1
8685,1
8686,2
8687,1
8688,2
8689,1
8690,3
8691,1
8692,2
8693,1
8694,1
8695,1
8696,1
8697,1
8698,1
8699,1
8700,3
8701,5
8702,1
8703,1
8704,1
8705,1
8706,1
8707,1
8708,1
8709,1
8710,1
8711,1
8712,1
8713,1
8714,1
8715,1
8716,1
8717,1
8718,2
8719,1
8720,1
8721,2
8722,1
8723,1
8724,1
8725,1
8726,1
8727,4
8728,5
8729,1
8730,2
8731,1
8732,1
8733,1
8734,2
8735,1
8736,1
8737,1
8738,1
8739,1
8740,1
8741,1
8742,1
8743,1
8744,4
8745,1
8746,1
8747,3
8748,2
8749,4
8750,1
8751,1
8752,1
8753,1
8754,4
8755,1
8756,1
8757,1
8758,2
8759,1
8760,4
8761,1
8762,1
8763,2
8764,4
8765,2
8766,1
8767,4
8768,2
8769,1
8770,1
8771,1
8772,2
8773,2
8774,1
8775,1
8776,1
8777,1
8778,1
8779,1
8780,1
8781,2
8782,2
8783,1
8784,1
8785,5
8786,1
8787,4
8788,2
8789,1
8790,2
8791,1
8792,1
8793,4
8794,1
8795,4
8796,2
8797,1
8798,1
8799,1
8800,1
8801,1
8802,2
8803,1
8804,1
8805,1
8806,1
8807,2
8808,1
8809,1
8810,2
8811,1
8812,1
8813,2
8814,4
8815,1
8816,1
8817,2
8818,1
8819,2
8820,1
8821,2
8822,1
8823,1
8824,2
8825,1
8826,1
8827,2
8828,2
8829,1
8830,1
8831,3
8832,1
8833,4
8834,1
8835,1
8836,2
8837,1
8838,1
8839,2
8840,1
8841,1
8842,4
8843,2
8844,1
8845,1
8846,2
8847,2
8848,2
8849,2
8850,1
8851,1
8852,1
8853,2
8854,1
8855,1
8856,6
8857,1
8858,2
8859,1
8860,1
8861,1
8862,1
8863,2
8864,1
8865,1
8866,1
8867,1
8868,1
8869,1
8870,1
8871,1
8872,1
8873,1
8874,1
8875,1
8876,1
8877,1
8878,1
8879,1
8880,1
8881,1
8882,1
8883,2
8884,1
8885,2
8886,1
8887,1
8888,2
8889,1
8890,1
8891,1
8892,4
8893,1
8894,1
8895,1
8896,2
8897,1
8898,1
8899,1
8900,1
8901,1
8902,1
8903,4
8904,1
8905,1
8906,1
8907,1
8908,2
8909,1
8910,1
8911,2
8912,1
8913,1
8914,4
8915,1
8916,1
8917,1
8918,1
8919,1
8920,1
8921,1
8922,2
8923,1
8924,1
8925,1
8926,4
8927,1
8928,1
8929,1
8930,4
8931,5
8932,1
8933,1
8934,1
8935,1
8936,2
8937,4
8938,4
8939,1
8940,1
8941,1
8942,4
8943,1
8944,1
8945,1
8946,1
8947,2
8948,4
8949,1
8950,3
8951,4
8952,1
8953,1
8954,1
8955,4
8956,1
8957,1
8958,1
8959,4
8960,1
8961,4
8962,1
8963,4
8964,1
8965,1
8966,1
8967,5
8968,3
8969,1
8970,1
8971,1
8972,4
8973,1
8974,1
8975,1
8976,1
8977,4
8978,1
8979,1
8980,2
8981,1
8982,1
8983,1
8984,1
8985,2
8986,1
8987,1
8988,1
8989,1
8990,3
8991,1
8992,1
8993,1
8994,2
8995,3
8996,1
8997,1
8998,1
8999,1
9000,2
9001,1
9002,1
9003,1
9004,1
9005,1
9006,1
9007,5
9008,1
9009,1
9010,2
9011,1
9012,1
9013,1
9014,1
9015,1
9016,1
9017,1
9018,1
9019,2
9020,1
9021,2
9022,1
9023,1
9024,1
9025,1
9026,1
9027,1
9028,1
9029,1
9030,2
9031,1
9032,2
9033,2
9034,4
9035,4
9036,1
9037,4
9038,1
9039,2
9040,1
9041,1
9042,2
9043,1
9044,2
9045,4
9046,2
9047,1
9048,1
9049,3
9050,1
9051,4
9052,3
9053,1
9054,1
9055,1
9056,1
9057,1
9058,2
9059,1
9060,2
9061,1
9062,1
9063,2
9064,1
9065,1
9066,1
9067,1
9068,1
9069,2
9070,1
9071,4
9072,4
9073,1
9074,2
9075,1
9076,4
9077,1
9078,1
9079,1
9080,1
9081,1
9082,1
9083,5
9084,1
9085,2
9086,1
9087,1
9088,1
9089,1
9090,1
9091,1
9092,1
9093,1
9094,1
9095,1
9096,1
9097,1
9098,1
9099,1
9100,2
9101,1
9102,1
9103,1
9104,2
9105,1
9106,1
9107,2
9108,1
9109,1
9110,2
9111,1
9112,1
9113,2
9114,1
9115,1
9116,1
9117,4
9118,1
9119,1
9120,1
9121,3
9122,1
9123,1
9124,1
9125,1
9126,1
9127,2
9128,2
9129,1
9130,1
9131,1
9132,1
9133,2
9134,1
9135,1
9136,1
9137,1
9138,1
9139,1
9140,1
9141,1
9142,1
9143,1
9144,1
9145,1
9146,1
9147,1
9148,1
9149,5
9150,1
9151,1
9152,2
9153,1
9154,1
9155,2
9156,4
9157,1
9158,1
9159,1
9160,1
9161,1
9162,3
9163,1
9164,1
9165,1
9166,2
9167,1
9168,1
9169,1
9170,1
9171,1
9172,1
9173,3
9174,1
9175,1
9176,1
9177,1
9178,1
9179,1
9180,2
9181,2
9182,1
9183,1
9184,4
9185,1
9186,4
9187,1
9188,1
9189,1
9190,1
9191,2
9192,1
9193,1
9194,1
9195,1
9196,1
9197,1
9198,1
9199,1
9200,1
9201,1
9202,1
9203,1
9204,1
9205,1
9206,1
9207,1
9208,1
9209,1
9210,1
9211,1
9212,1
9213,1
9214,2
9215,2
9216,1
9217,5
9218,1
9219,1
9220,2
9221,1
9222,1
9223,1
9224,1
9225,1
9226,1
9227,2
9228,1
9229,1
9230,1
9231,1
9232,1
9233,4
9234,1
9235,1
9236,1
9237,1
9238,3
9239,1
9240,1
9241,1
9242,1
9243,2
9244,1
9245,1
9246,2
9247,2
9248,1
9249,1
9250,4
9251,1
9252,1
9253,1
9254,2
9255,1
9256,1
9257,2
9258,2
9259,4
9260,2
9261,1
9262,1
9263,2
9264,1
9265,1
9266,1
9267,1
9268,5
9269,1
9270,1
9271,2
9272,2
9273,4
9274,4
9275,1
9276,1
9277,1
9278,1
9279,1
9280,1
9281,2
9282,1
9283,1
9284,1
9285,2
9286,1
9287,1
9288,2
9289,1
9290,1
9291,1
9292,1
9293,1
9294,1
9295,1
9296,1
9297,1
9298,1
9299,1
9300,9
9301,1
9302,1
9303,2
9304,1
9305,1
9306,1
9307,2
9308,1
9309,1
9310,1
9311,1
9312,1
9313,2
9314,1
9315,1
9316,2
9317,1
9318,1
9319,1
9320,2
9321,1
9322,1
9323,1
9324,1
9325,2
9326,1
9327,2
9328,2
9329,2
9330,1
9331,2
9332,1
9333,1
9334,1
9335,1
9336,1
9337,2
9338,1
9339,2
9340,2
9341,1
9342,1
9343,1
9344,2
9345,5
9346,2
9347,1
9348,2
9349,1
9350,1
9351,1
9352,2
9353,2
9354,1
9355,5
9356,1
9357,4
9358,4
9359,1
9360,1
9361,2
9362,1
9363,1
9364,1
9365,1
9366,1
9367,1
9368,2
9369,1
9370,1
9371,1
9372,1
9373,1
9374,1
9375,2
9376,1
9377,2
9378,1
9379,7
9380,3
9381,1
9382,2
9383,1
9384,3
9385,1
9386,2
9387,4
9388,3
9389,0
9390,1
9391,1
9392,1
9393,1
9394,4
9395,4
9396,1
9397,4
9398,4
9399,1
9400,1
9401,1
9402,1
9403,2
9404,1
9405,1
9406,1
9407,1
9408,1
9409,1
9410,1
9411,4
9412,5
9413,1
9414,1
9415,1
9416,1
9417,1
9418,2
9419,4
9420,2
9421,2
9422,1
9423,1
9424,1
9425,1
9426,1
9427,1
9428,4
9429,4
9430,1
9431,1
9432,2
9433,1
9434,1
9435,4
9436,1
9437,1
9438,1
9439,1
9440,1
9441,2
9442,1
9443,1
9444,2
9445,2
9446,4
9447,5
9448,1
9449,1
9450,4
9451,1
9452,1
9453,1
9454,1
9455,1
9456,3
9457,1
9458,1
9459,1
9460,1
9461,1
9462,2
9463,1
9464,1
9465,1
9466,1
9467,2
9468,1
9469,1
9470,2
9471,2
9472,1
9473,1
9474,1
9475,1
9476,4
9477,1
9478,2
9479,4
9480,2
9481,1
9482,4
9483,1
9484,1
9485,1
9486,2
9487,1
9488,1
9489,1
9490,1
9491,1
9492,1
9493,1
9494,2
9495,1
9496,1
9497,1
9498,1
9499,1
9500,2
9501,1
9502,1
9503,4
9504,1
9505,2
9506,2
9507,1
9508,2
9509,1
9510,4
9511,1
9512,4
9513,1
9514,2
9515,2
9516,2
9517,1
9518,1
9519,1
9520,4
9521,1
9522,1
9523,3
9524,2
9525,1
9526,1
9527,1
9528,1
9529,1
9530,1
9531,1
9532,2
9533,3
9534,1
9535,1
9536,1
9537,1
9538,1
9539,4
9540,1
9541,5
9542,1
9543,5
9544,1
9545,4
9546,2
9547,1
9548,1
9549,1
9550,1
9551,1
9552,1
9553,1
9554,3
9555,1
9556,2
9557,1
9558,2
9559,1
9560,1
9561,1
9562,1
9563,1
9564,1
9565,1
9566,1
9567,1
9568,1
9569,4
9570,5
9571,1
9572,1
9573,3
9574,4
9575,1
9576,1
9577,2
9578,3
9579,1
9580,1
9581,1
9582,1
9583,3
9584,1
9585,2
9586,1
9587,2
9588,1
9589,1
9590,2
9591,1
9592,2
9593,1
9594,2
9595,1
9596,1
9597,2
9598,2
9599,1
9600,2
9601,1
9602,1
9603,1
9604,3
9605,1
9606,2
9607,1
9608,1
9609,1
9610,1
9611,1
9612,1
9613,5
9614,1
9615,1
9616,2
9617,4
9618,1
9619,1
9620,2
9621,1
9622,1
9623,1
9624,1
9625,2
9626,1
9627,2
9628,2
9629,1
9630,3
9631,4
9632,1
9633,2
9634,1
9635,1
9636,2
9637,1
9638,1
9639,2
9640,1
9641,1
9642,2
9643,1
9644,1
9645,4
9646,1
9647,2
9648,1
9649,1
9650,1
9651,5
9652,1
9653,1
9654,1
9655,1
9656,1
9657,1
9658,1
9659,1
9660,1
9661,1
9662,4
9663,1
9664,1
9665,1
9666,1
9667,2
9668,2
9669,1
9670,1
9671,4
9672,1
9673,1
9674,2
9675,4
9676,1
9677,1
9678,1
9679,1
9680,6
9681,1
9682,2
9683,1
9684,1
9685,1
9686,4
9687,5
9688,4
9689,1
9690,1
9691,4
9692,1
9693,1
9694,2
9695,1
9696,1
9697,1
9698,1
9699,1
9700,1
9701,1
9702,1
9703,1
9704,2
9705,2
9706,4
9707,1
9708,1
9709,2
9710,2
9711,2
9712,1
9713,4
9714,1
9715,1
9716,2
9717,1
9718,3
9719,1
9720,4
9721,1
9722,1
9723,1
9724,1
9725,1
9726,1
9727,1
9728,4
9729,1
9730,1
9731,1
9732,1
9733,1
9734,1
9735,1
9736,2
9737,1
9738,1
9739,2
9740,2
9741,2
9742,4
9743,2
9744,2
9745,1
9746,2
9747,1
